Image Name,Extracted Text
15.jpeg,"OZ6SOSO6SE ISS 0261202568 4

‘Buyjpuey pue uawdiys Burinp $1n990 Atjewou
$}119}09 J0 Buinyas awos YyBnowy UaAd yyBjam Jadoud jo pasnsse
8 UPD NO “AWIN{OA Aq JOU 'yBIaMm Aq pjos s} abeyaed sty)

yed/woo's|jiwyjeseue6 juayeg
SIIIW [210089 ©

yylleze 00st
wossjujesoues SIN

syounuos puesuoisenb =: [EABU AD)
INOK SUMO BM a

WOd'sijIWieJeUeD ysy Je e/0w WEST
sjualpaibuy poo paseeujGueolg sujeyu0g

VSN ObPSS NW 'SIOdV3NNIW
“ONL ‘SI1VS STIIW TWHINAD Ad G3LNal¥Lsia

*q UlWeNA @g UIWEYA ‘(pice

O1/0}) UIWIENA @ V ‘(UIAEYOqU) 2g UjWET,

‘(eyeywyed) y UlWeyIA ‘(ayeqIUOUOW UIWeIL))

4g uswey, ‘(apuojyooipAy aulxopuAd)

9q ujweyA ‘(apiweuloelu) UIWeNA g ¥

‘(sjuaLjnu feseUlw) DuIZ puke Uo4| '(ayequoose

Wnipos) 4 ujwey, ‘ajeydsoyg wniojeouy
‘ayeuoqued WNI9|eD :s|es9UI wey)

‘ploy SI/eW ‘ploy

OID ‘Pappy 10/09 Je410 pue | anig ‘9

MOJI9A ‘Op POY “JOAR]4 [ely pue jenjen

‘ayeydsoud Winiposi] ‘eS ‘119 4amoyUuNS

Jo/pue ejoues ‘dnsAs ws0Z “inoj4

aoiy WeBns ‘W09 UleJy ajoUM :SjualpesBuy

“@dIAPe UORLNU fesaua6 JO} pasn s| Aep
B SaLlOfe 000'Z JaIP Alfep & 0} SajnqujUCd poo} jo GulAlas
B Ul JUALNU B YONW MOY NOA sija} (Aq) anfeA Areq % UL .»

“wnissejog Bwi9¢z ‘wnige9 Boge ‘d UILENA
Bouig ‘urajoid 6g ‘(sze6ng (eyo) 681) ayeypAyoqreg [e101 BEE
‘wnipos Buiggz ‘jolajsajoyg Hug ueLg ssaj Je [eIOL 65°77
SaplAOld yiIW Wrys snid jeayad Jo BulAJes y feaJad Ul JUNOWY .
oulZ
wnisaubey,
smuoydsoug
% cq UILIE}A
(pioe a1j0} Bawgy)
02 9}e/04
%02 $q UILIE}A
%01 UlDBIN
%0L UIABYOqIY
%0¢ UIWEIY
%01 oO UIWENA
%01 VUIWeLA
%0 Hwo winissejog
%02 Bug's UOJ}
%01 fwoe) winioje9
%0L fowz q uiwey:

62 wlayolg
be 621 sieins pappy jou

62) syefing je}o)

%S B} Jaqy Auejaig
%z1 Hee ayespAyoques eyo)
fwog| winipos
Hwo jo19ysaj0y9

HB} ye4 payeinjesunouoy

H¢'0 ye4 payesnjesundjog

60 3e4 sued)

00 yey payesmes
+62 484 12101

(B6¢) dno, 4 zis fuinias
4Jaulejuoa Jed shulaias 8 ynoqy

s}oe4 uOnLyny

 
"
29.jpeg,"ae Pe

ee Tol

BOP ong, lees

Nutrition Facts

About 57 servings per container
Serving size 2 tsp '8q)

Amount per serving

Calories 30

Total Fat 0g
Sodium 0mg

Total Carbohydrate 8g
Total Sugars 8g

Protein 09

“The % Daily Value tells you how much a nutrient
in a serving of food contributes to a daily diet. 2,000
calories a day is used for general nutrition advice.

tOne serving adds 8g of sugar to your diet and
represents 16% of the Daily Value for Added Sugars.

 
"
31.jpeg," 
"
71.jpeg,"gp coaN WM NEAL conn AR — sw «Att
> peer FOue ACID); \tb EGETNBLE Qi (COR co NOIR
- ASHEN Ne ny (MADE FRO cor, A Y

ED PEE we a0 KHAN |

gone
Aaa ee RE creas St
Shll, ee
\ON

erga picts
E

 
"
82.jpeg,"                                                               
     

NI PAS py

AVT-OLIY {zag
660%-b29¢/ XL Ohee |
IM! AVT-OliaN ;
0 ONY ANY ns 0 a y
mcosia GN Sid (Cvs ‘waamoc gg]
wad va GSN a ae Ti

4 a0

HH eo MOLLY Oy
INAS tn N38 GOB ne Nt
aA ichaeent S324) WAH “MaoM0 Hogs Mh
Sa alma ‘S30HOd NOWO ‘IHS NVETIHO “Q.ViNVLN dinagsg yep
) ei nn ""SSHAZNG NS Fo SHO TM 5
ee ACT TIA ADEA vk OS ‘eos rs ais
acme ragee tee Ct SNNAY9 C2 50 oH gy |
Ae Mi TOO NOCH a | i
EAN gh TIEVISOIA ‘(aly aIT04 iro ue af”
NS SNORE “W3H No TN Neo CHORE
| SolNpe UORLINU /eJeUEbh JO} Pesn si Aep 2 SUN0

\)

40 Buseae/
¢ Telp Arep & 0} Seynqujuo0d Por, 40 Buy y
wan : on NOU NoK sijer (AG) enjeA Avea

    

@

       

 

   

10/0
> bz wie
ey Lee

Biol
E ns| q

        

 

  

solo

yu
Sulaios sod
"
9.jpeg," 
"
64.jpeg,"  

—— — a vr a
2 al / , |

- Fiber 29

      
         
   

  

    
    

          
 
 

Dietary =
ars 29 Seo
ge 2g Added Sugals <
= 29
protein —
vitamin D Omcg 0%
Calcium 1omg W% |

\ Vasu oom

' e (DV) tells you how much a nutrient
I). me % Daily na a Doe to a daily diet. 2,000
iT igaser' gurr sed for general nutrition advice.

BNL SUNFLOWER ANDIOR CANOLA IL, WHOLE
WH OUR, WHOLE OAT FLOUR, SUGAR TOMATO POWDER,

sROWN ESE (MILK, CHEESE CULTURES, SALT ENZYMES),
EDDAR TEAMILK ONION POWDER, WHEY,YERSTENT

DEXTROSE EO FROM CORN), ROMANO CHEESE (HAT Oe

WILK CHEESE CULTURES, SALT, ees re a APENOPERER,

, 5
VATURAL FLAVORS, CORN OIL, D.
MTAGACID PAPRIKA EXTRACTS, AND LACTIC A®

CONTAINS MILK AND WHEAT INGREDIENTS.

 

  
  

| FRITO-LAY, INC.

gy (UN, 1 75024-4099 a
iy SUNCHIPS and the Chip ) Wo UN.
| Configuration are registered FIN \N
aes SINCHIRSEN

Frito-Lay North America, inc. © 2015

   

Hyena NUNN MNNK\\
"
72.jpeg," 
   
    
   
  

Dietary Fiber
Total Sugars
Inc. Added Sugars

—
prote..*

   
  
  

‘ The % Dally Vaiue (DV) tells you how much a nutrient in a serving of
food contributes to a daily diet. 2,000 calories a day is used for general

nutrition advice.

VSREDIENTS: Potatoes, vegetable oll (may contain one or more of the following.
enola, com, cottonseed, soybean, sunflower), bbq cheddar seasoning (Sugal,
@trose, cheddar cheese powder [cultured milk, salt, enzymes], Salt, wie}

           

'x olor, spice and coloring [contains turmeric), Salt.
CONTANS: .

Vontalng ‘bivengineered food ingredient.

 

DIST RIBUTED BY:
RAP SNACKS INC.
153E eee St

#60
Miami, FL 3313"" nacks.net
Email: customerservice an
er:

 
 
"
22.jpeg,"wane Sone RARE pag,

: Senseo Ss ee Ree EOI ia, :
tee O SSRs 3
NOPE RANEY EAD ae

pth ATT SO? PART FR eee .
© UORLIAU PRUSS JO; Doon «CeO

> 6) S2TMOLIUOS HOO! 16 Sues

) anya, Area & ouL.

Hue LUNISSRIOd
Bu} ual

Hwee wnroyey
Bwo G UlWeTA
6. wrejloug

seBns peppy B¢ sepnjou}

~ Be sueBng peo]

Bo 2eqig Aiejeig

36 | SREIPAYOQIED [eROL
Rea, 6wicg winipes
5w0| poreysejoyy
50 ye4 suBIL
S'S WEY Peyeunyes
59 3By [EOL

 

soHojey
Buyares Jed junowy

a

(Gee) jase L azis BulAIaS
48uUlB}UOS ed Bulues 1

S}IC4 UO INY

“‘Peyipow AyjooyoueS eso NUOIperSuy smo JO @WON

o
“a
—_
a
wo
Cc
—
m
Oo
wo
~<
a
~
<=
>
+
Z
oO
Z.
=
~<
O
x
aA
Zz
=<
S
S
o
oO

iV3HM GONV IW “O93 SNIVINOD

pesinos Aqounysng, ~y>nuxy

UNIYUOW ‘@/MWOW DY) “DPOS Suryog ‘sOQly

HOO TURPPS] JOMOHURS “yoo bas “MO}y

Dedy1yD “VOWOUUTD 2UDGIG ‘S653 yi

Bou “obng UMoig “UM@A be 219Q 9524

spHne eupd’) ‘SONG “ello diMay Wj O4 LNOLY

POU BOQLy LOY AJONYD IS INy GaNON!
CORA gE as ©

we EXTEN ASS RARE
Wes AS HAD VRE es PAA WS a

ENE RRR DM BOA i el Vis YS

VERS QA 5,

 
"
73.jpeg,"\

   
   
          
  

  
 
       
   
 
 

SOUIUETE eee
_————_—— Sthan 5mg

Total Carbohydrate Some eee
Dietary Fiber 330
g 10%

Total Sugars 2g 6g

Inc ed sugars | 2g 5g 112

prote:* bq

vitamin C Omeg om

es

Calcium 26mg =

a 1.0mg 6%

  
  

Potassium
B:. /

""The % Daily Value (DV) tells you how much a nutrient in a serving of

food contributes to
ruttion adview a daily diet. 2,000 calories a day is used for general

      
 
   

      

 

SEDENTS Potatoes, vegetable oil (may contain one or more of the following:
birrioe cotonseed, soybean, sunflower), bbq cheddar seasoning (suga

' Ose, cheddar cheese powder [cultured milk, salt, enzymes), salt, whey powder,
ite Odum glutamate, onion powder, paprika, buttermilk powder, butter [cream,
longa disodium phosphate, natural & artificial flavor, FD&C yellow #9, re
mh Malic acid, spice, disodium guanylate, disodium inosinate,

titan and coloring [contains turmeric), salt.

Contain ;
""’ bioengineered food ingredient. , 4

DISTRIBUTED BY:
RAP SNACKS INC.
153 E Flagler St
— 3131
Miami, FL 3
Email: customerservice@ehry
Twitter: Rap oipiRapsnacke

oon camenewe? jain OF angcks

 
"
87.jpeg,"             

     

@ 1 MOSGNY BRIN: Ni
MIHLIN WNIOS ‘added C3 OND ITA ON CoN SAO

ES NOOTTIS '@ NFL ZUOW LON CNY Sa0d8 LON

 — ———- Soy HUGO “TSINGY ONMSINS HY i
Pern (WRAL ‘S208 ‘WYONS ""ONO OTD WOOD at
eran! ING HAS HOD ‘SESSION ‘ENA CETL 3g
ee a SINS SHROSLSDHOM ""BD"" SUNG GO
_ = WIQMOd ADIN TideNANd HHONOd OLWWOL ‘orig
ere oo OWNS COOH CBLIGON ‘NAC RONOS ke

‘ecg RR A RNS HENS OLE LHD
ae Wag NON “LVSHOMUGA WS B44 Ck ‘TH
(aNHHY 03M IGOSONON CST NS
NWO THO) CATE ONNOSYES “LVN 3330S
vp ae 000 8 0 pave a SeNeh APO
%0 2104

pi
99 UO) @ = %HO Winloe)

      
  

         
          

    

                 

 

           

@ ¢zoziaasis6o
ayosne 1S26

OL) LSS

TWA MNOK ONY NOK WOS FTEVTIVAV
S{ONGOUd ONTISVL 184d IHL DIVW

QAYONI ALIIVAO LSTHOTH JHL ONISN
JID UNO ANY SAVIA 08 NVHL TIOW
{HL Ad CINOM ALIIVAD LSHHOTH FHL
7 GaAgITa 9 SA ‘QdOIDANg “H HON
| Ni GIGNNOA SVM SGOOs MHOIDGNAG

L $1 SONVS IHL, ‘Od IM ONTHLAWIAT qaind sv
TV AHAOSOTIH ITdWIS SAVY AAVG arene C96} JONIS
"
130.jpeg,"E = OONGIN NK,

@pqepreae eseyoed e@aey eseajd |
gzLv-ZZ9-008-1 ! INaIGSYONI Coos GIdSANISNAOIA V SNIWNg)
Oe tiles he ELE ys S860 0N Se 10S IV3AN-SNIYIN :
{ INHSTUS FAUISTUd OL asaay (SALE INS) IGXOIG Yn-ns ‘YOAVTY WoLLLW CNV TWYNIWN “(SSaNHSae3 ANGSTHd On
a ZIVOZNIG WNIGCS ‘NIHLIT1 AOS ‘COW OTT ‘Alvi WNINTyo “vaOS ONDIVE ‘TVS “110 Wiva 10 VION uo/ANY
WVGEAOS YVONS LEAN! cNYAS NOD ‘(OY ON10 “2a NinWLL! NuWHOate {1 NINVLIA} ALVELINONOW SNINNIAL \yq4)

SOU ‘NIV GO a 4VSnNV Git i USHOIINA CSHOVATENT YVONS ‘UNO IWIHM NIVHD TIOHM ‘S9/ SLNSTGTENNY

   

AOC QSIES Emm ‘(AG %2) Se10d ‘(Ad %5) UOL} “Ad 6):
Pe"" uo s* Sac Cah “UNG %0) GNA “Bz eal? %ze ‘sing pappy 69L j9u)) OF Yn

SAIN .
So AMNWNS GAINS, Und =4.0) BWO **20u ‘Bo 14 Sue, “(ng %&) BL 1e4IBS ‘Ad %S) Y

Sa es “QS. SONG peas 20s 0d wcun “ese g -ares AIG SIDES”

ses

 
"
128.jpeg,"SINAIGAYONI 1V3HM SNIVINO)

LOVULX CIV ONY ‘uyNoguyaig
WWY ‘dNYAS NHOD Livs ‘(

v 130814 “SLVULINONOW NIWVIHL ‘Now! aaonday

MIN ‘ENOT4 WAHM) YNOTS C= HOIUN SINaIOaEDNN

SOIAPE UOIUINU jesouab 10) Pes,. ~ Aep e sauiojeo

Guias e ul
© Wis Alep B 0} Sa}NqLIUCO poo} Bu spe
on uonW me'{ NOA sij9} (AQ) anjeA (eq 9% 2

jae
ald

 
"
113.jpeg,"Nudrition Fact serving set tray wth rosin (42) Anon x ring talories 190, |

~ | Total Fat 7 7% OV, Sluated Fat 3.59 (16% Di} Trans Ft Gholesterct Orig (0% OY}, Sodium {0oma vn OM,
F + Fatal ar 291% 00, itary tei (0D ol Sagas 1918 ed Sugars, 37 Dot < 1
PY on 2900) Wot sintcant source of ain D Calc, Potassium. OY = te Daly Ya

ingredients, Vanilla Frosting with Rainbow Chips: Sugar, nigh-rfuctose Corn Syrup, Vegetable Oi (palm,
palm Kernel. ci, hydrogenated. palm oi, Som Starch, Water, Nonfat Dry Aik; Slt Mondclycerides,
Palyeorbate 6¢, Sodiut Stearo! Lactylate, Sodium Aci Pyrophosnhate, Soy Lecithin, Natura had Artificial
Fiavsr Calor (velow 5, red 40 lake; blue 2 lake, yellow’ & te, yellow 6 lake, blue 1 lake, yellow 6} Citric
Aid. Freshness reserved by Potasslum Sorbate, Wanita Cookies: Erviched Flue (wheal Alou, niacin,
reduced iron, thiamin mongnitrate, nhottavin, fle acid), Powdered Sugar, Palin Oi, Water, Whole Wheat
Flour, Sait Soy Lecithin, Monocalcium Phosphate, Baking Soda, Natural And Artfisial Favor.

= GOFTAINS WILK, WHEAT AND SOY INGREDIENTS.

, DIST, BY GENERAL MILLS SALES, INC,, MINNEAPOLIS, MN 55440 USA

Contains Bioengineered Food Ingredients
; 4 Y."" Leam more at Ask.GeneralMills com

Jie

ah | || © General Mills me

: i. i 190 3434177103 We Q
Pa } PER SERVING Life

. 16000'28801°"" 9

HETWT 1502 (42g) ° 0

   
"
51.jpeg,"rr
el

e@

te — Se hk

   

 

?

   

 

’ Fe a a: : 2

Ee _ujtrition Facts... o<<
/, mount per serving: Calories 240, ° vack> ee NN
(18% DV), Sat. Fat 8g (40% DV), Trans Fat Og*t=*Srest.

Fee | <9 (1% DV), Sodium 95mg (4% DV), Totai Carb. 26g

(ve WV), Dietary Fiber 2g (7% DV), Total Sugars 22g (incl.

7

}
|

my

a
a3

-
ee ie ed
)

21g Added Sugars, 42% DV), Protein 5g, Vit. D (0% CV), : =
Calcium (2% DV), Iron (4% DV), Potas. (4% DV). Ee

AAT ECECL ULL CORRE

 
"
116.jpeg,"os

  
 
   
   
    
   

mae] at ee Mi eel
1S fea Roce? SS ea
SOP AP CUaa maa ccm
ee aa ih Neu ae
DV), Potas. (2% DV). _ |

TT = “Es aU UROL N ee nlos
or UN asaa se UN OW NOLS MUA ali
peu CST RM UU oe ee a ie
halal FOR: FR io LAY, INC,
OTT Tay

  

     
  
   
 
 
  

 

   
 
   

 

  

ee

  
      

A . i
+ st a et Ls ni |

 

 
"
96.jpeg," 
"
55.jpeg,"te i

7 ARIC IC CO Ss INCE Ey.
: g ] i A a N . GAT - | RY Gr : = 4 =
pia! oe JF SAN s S C me & 6 S| ¢
rE hin KR. 54m 7 eS .
él

Calories 170

   
  
 
  

    

  

®
THE GHIRARDELLI DIFFERENCE
FROM BEAN TO BAR

  
  
 

 
  
 
  
 

  
 

 

% Daily Value*
0
TotalFat109.~CS*S*«M'G

 
 

0
Saturated Fat 6g 30%

 
 
 
 

 
 
 
 

 

 
     
  

Trans Fat Og
Cholesterol 5mg ~~
Sodium 50mg 2%
Total Carbohydrate 21g go
Total Sugars 19g

 
  

 

Includes 16g Added Sugars 32%
Drninin 0 eA

OUR COMMITMENT
Protein 2g

TO ULTIMATE QUALITy

   
 

  

vit. D Omcg 0% e Calcium 90mg 4%

Iron 0.2mg 0% e Potas. 105mg 2%

*The % Daily Value tells you how much a nutrient in
4 Serving of food contr
dlories

0d contributes to 4 daily diet. 2,000
Calori 204) 'S used for general nuttion advice Pe Mtelcom/sustainabitin,
Ingredients. Sugar, whole milk powder, cocoa

butter corn s yup,

Unsweetened chocolate, Sweetened
condensed milf (milk

1 Sugar), palm oil butter (cre
Salt), sodium citr

am,
) 6, SOY lecithin, natural flavor,
extracts of oregano, flaxseed, plum, and Breen tea (tp
preserye lreshness) Salt, vanilla extract.
May contain (ree nuts
Manufactured b
: 47599 4187441,
6

 
 
 

  

FOR MORE INFORMAT
ABOUT OUR INGREDIEN
AND SUSTAINABLE
SOURCING VISIT

 
 
 
 
  

 
   
  
  

    
   
     
  
 
 
 
   

—_—

hirardeljj Chocolate Com
an d
an Leandro, CA 94578 Usa

©2029 GCC. GCCH 40002053
please

  

recycle

   

 
"
77.jpeg,"s0rvg00k

z

                                 
             
                           

    

ayo | | y IZ,

a . “ani ‘WOMAN
YA) ie” SOb-7COSL XA ‘Ohi?
uh ONAN Ou

   

. ""SINIG3YONI yy
JIVUINIONOD NIALOHd YI ONY ‘SLYT0SI NELOHg a TSNIMg

‘9 MOTTSA) HO109 TIOHSLLUY ‘HAGMOd OITHY9 ‘Alay aay lor
IWS S3YNLIND 3S3SHO “WTIW) 3S3SHO 3NTE TIN os
POHL LSVIA ‘SLYNIASV9 WNIGOS ‘(L1YS ‘WYSHO) Lt ing’ i
OPIN WIS ‘WY4HO GSHNEND) WWaHO UNOS STII: Lung
WOLILAY GNY THERLVN ‘2IVNVLMIS WniGoSONOW sagh
aa Lvs ‘Sa¥nind 3S33H9 MIM) 3S33H9 uydg ne Na
LWS ‘NOS woud SQVN) NIELXACOLIMW) ‘Gig HINO LN sae
nv'3GA0> NYOO ‘VIONVO) Tio FTAVLFDAN ‘SIOLWLOg sue

od . “BDIADE LONI
eit un sna eet ai
__ PSE UL TUOUINU ® Yon MOY NOK sjay (NG) anen, 10%, af

‘srefins peppe jo eamos JUROYIUBs py

      

 

 

                    
           

  

 

 

       

 

 

         

 

 

 

 

91 %9 ee oum
%G1 HwWwOSe|%9 Hwore|
9,9 Bwy'h|%o  Owe'y)

 

 

 

   

GWOY Guy

How

%0
%0

| GC
%0

 

 

 

 

  

   

Tb Be |%g

 

 

 

 

 

        

 

 

 

 

 

   

%bb  Hesl%g
1 |} %02 Swogri%g Hwogl
%0 Swoly%g  Gwod
60 60

 

 

 

 

 

 

 

 

%8t  Ooel%z Bc't
bE Hoziney

+A % *AG %
ae eres

06E 091

efeyoed 16q | Buinses 19q
"
47.jpeg," 
  
  
  

CRNAEN
CREAMY

 
 
   
 
   
 
    
  
    
       
     

1 Oo attend oo) ©) x } Vit ee
aL \.KED & READY To Ep AMILNS

   
  
  

 
  
  
 

 

R HEAT. Op er ae a >
TOASTER METRUCTI N . a, EEZE. OR STACK 5 a ea — SS ,
] REMOVEN Lome BEFORE EATING, | BUT BRIMSTRUCTIONS } serving per container
\. TfL BEFORE EATING. 2. WAIT 20 MIN . Serv, size 2 Pastries (99) — Polyunsat
cr""AVE INSTRUCTIONS 3. ENJOY THAT FROSTY GOODNESS cam
Hp(SSECONDS AT A TIME IN Calories 310 Monounsat. Fat 2
LL WARM ENQUGE —— Cholest. Omg
SESE 2 TMA TS en Nis nV
— Mit D Dene 19%» Palen

  
    

    
    
      
         
     
    

7 Zan i | iad
hye ents: Enriched flour (wheat flour, niacin, reeuced iron, vitamin By {thiamin mononitratel. vita

ill7 eh - at $1! Jaf, COm syrup, high fricto°2 com syrup, uaa van ol THO fe
they 2% « P3S of cocoa processed with alkali, .iodiied r” ich, salt, comstarch, leavening (baking
°4, SOUL cid pyrophosphate, monocalcium phosphate) ..yurogenated palm kernel oil, sodium stearoy
eT ‘li, Color added, Soy lecithin, DATEM, natural and artificial flavors, xanthan gum, yellow 6 lake,
Cana ‘040 lake, yellow 5 lake, yellow 5, red 40, yellow 6, blue 1, carnauba wax, blue 2.

| = ‘S WHEAT AND SOY INGREDIENTS.

1 by Kellogg Sales Co., Battle Creek, MI 49016
21 Kellogg NA Co.
bioengineered food ingredient

  

>
__—

Hin ere Ce Al

=r

\
"
107.jpeg," 

Nutrition Facts
Datos de
Nutricion

About 4.5 servings

Aprox. 4.5 Raciones

Serv. Size 5 wafers(32g)
Racion 5 wafers(32g)

ee eS
Calories / Calorias 1 70

per serving por porcion

ae est By / Consumir Antes de:

DEC /05/2024 2¢

 

——————— eer

 

Amount/Serving / Cantidad por Racion + % Daily Value* / % Valor Diario* | | :

Aresunt/Serving / Cantidad porRacién ‘% DailyNe

Total Fat / Grasa Total 8g
Saturated Fat / Grasa Saturada 3g
Trans Fat / Grasa Trans 0g

Cholesterol / Colesterol Omg 0%

Sodium / Sodio 55mg 2%

10% Total Carbohydrate / Carbohidrato 23:
15% Dietary Fiber / Fibra Dietética Og
Total Sugars / Azicares Totales 14g
Includes 14g Added Sugars
Incluye 14g Aziicares Anadidos
Protein / Proteinas 1g

Sa
Vitamin D / Vitamina D Omcg 0% * Calcium / Calcio 4mg 0% ° Iron / Hierro Omg 0% * Potassium / Potasi

* The % Daily Values tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for gen
* El porcentaje de Valor Diario indica la cantidad de un nutriente en una porcidn de alimento contribuye a una dieta diaria. 2,000 calo
consejo general de la nutriciOn.
"
18.jpeg,"felt

Sean here for more
food information 0
cal! 1-800-352-447

, rt | ao

 
"
99.jpeg," 
"
120.jpeg,"Pheu:
inal

HftlON Tarra Total Fa

r| ~ Saturate

(\S in —————

_Trans Fi
_Pealyn =

Peed Sr, tice, rast
pS natural

: wil NGREDIENTS.

% DV*
2%

g 0%

d Fat 0.59

od Fat Og

Amount/serving

Sodium 290mg

Total Carb. 689 25%

Dietary Fiber 7g

“Total Sugars 28g

13% you how much a

25% nutrient in a

07, serving of bod
23% contributes io 4
daily et 200

In) Tog Added Sugars 38% sai
) 0% Protein 5g lo
Se

um 30mg 2% ® Iron 1.5mg 8%
aCin 20% © Phosphorus 10% © Magnesium 10%
/o © Manganese 80%

nutrition advios.

heat 2a bra, whole grain oats, brown sugar syrup, vegetal pe
', Modified corn starch, molasses, palm oil, cinnamon

~ 8
i M1 49016 @, TN, © 2021 Pe

 
"
103.jpeg,"we LI
or APIOFAS AD AoyY>D 40 [IP

Hsaa-t asain. v

-ZS£-008-F Ne 40 S
uoreuliojut 255 Chow JO} 2494 UPIS

‘ONT ‘VOIBSINY HIMON AVT-O1 I
660b-pZ0¢7 x)
“ONT AW]

C02 9

ON
“Olly

JTEVD “LIS WNISSViOd

()
'd ‘NELOUd NHOD CZ Tua
SSOHLGO “SLVWVLITD vinIGOSo:

UNOW YSOMOd NOING
HVDNS ‘LIvS ‘(NOD WOHY 3¢

\

\y \\
S3IOLVLOd :Suyey

SUV LOd ‘SAN 103494

SOMADE Ls 16 yy lRiaueé
sn S| Aep B S8UOIEO 000'2 Y81p Aen p aa
pain sw. an gd aD au
“eee %9 ~ —
0 Ie ‘
xs 8000839
39 _ Sure
sy ouslle
/0

: NS _¥O/ONY
‘(10 Y3MO7AN
SONY) WO 3T8V1393A |

 
"
6.jpeg,"Nutrition Facts
Datos de
Nutricion

Avout 4.5 servings
Raciones
5 wafers(32g)
5 wafers(32g)

Aprox. 4
Serv. Size
Pacion

Calories / Calorias | 60

por porcién

Best By / Consumir Ante

 

———————

% Daily Value* / % Valor Diario”

ntidad por Raci6n % Dally Value* / % Valor Diario” Amount/Serving / Cantidad por R n

Amount/Serving
10% Total Carbohydrate / Carbohidrato 239

Total Fat /G Total 8g Bo i ale
Saturated Fat / Grasa Saturada 3g % ‘ary Fiber / Fib
Azucares Totales 14g

Trans Fat / Grasa Trans 0g [0
Cholesterol / Colestero ; ‘Includes 14g Added Sugars
Sodium / Sodio 55mg ae y f Incluye 14g Azucares Anadidos

Protein / Proteinas 1g

Calcium / C

a nutrient in a serving of food contrib: © a daily diet. 2,000 calories a day is used for general nutrition advice.
en una porcién de alimento contribuye a una dieta diaria. 2,000 calorias al dia se utiliza para el

lor Diario indica |:
a nutricién
"
13.jpeg," 

                        
                                              

saerssoh 6100€01L00016

woo wuejefipyadded ye as0w Wes)
-gdos9 payipow Ajeaavab WO.y ALO jonpoud
gi] Ul JeBns pue AOS ‘WOO WOs} Syue;payBuy ay
‘s]uaipasbu! poo} pasaauiGuaorq sulEUuo)

96000 19 ‘NTVMHON “ONI ‘WH 39GIHIdd3d

‘AOS “NTIW “LV3HM “SNIVINOD
NIHLIO37 AOS 'HO109 HO4 SLOVULYS

| ONY OLLWNNY “UNO1d AJTUV8 OIL TVW
‘indd NWOO ‘W3L¥O ‘SS3NHS3H4 ONILX3
CL GOV OIBHOS ONY SLVNOIdOYd WNIDTVO
'WWOANIA OFVULSIG “S3OIUZOATSONOW ‘N3LNT9
WWAHM ‘LVS ‘Yale 4) $$31 40 %2 SNIVINOD
IS¥3A HVONS ‘Y3LWM ‘(GIOY 91104 “NIAV108IY
'LVULINONOW SNIAVIHL ‘NOH! 0300034 'NIOVIN
‘yn014) UNO LW3HM O3HOIUNS -MOHI FOV
“BONNE WONLINY fesauab Jo) pasn sj Aep B sayiojed
000'2 W8Ip Ayep B 0} SayNQuyUOD poo jo Bujues B Ly
WOLQNU B YON MOY NOK sij9} (AG) aNjeA Aled % SUL,

CT a os
(pioe ojo} bOUINp)

""02 340 Bowog aye04 e%9 Bw ujoeIN
%§ BWI O UAOOIY © %G, Bwz'o ujweryy
%0 Swop wnissejog « %g Buy} uosy
ey —GWOp wnIdIe) © %Q Bowo q UIWIERA

 

                                           

 

 

 

 

  
 

By uyaqoug

——_ eee

%*8 —_ Suefins pappy Bp sepnjou|

By srebng FOL
""hP

ara 6) saqiy Auejaiq

Ab bye ayespAyoques jeyO)
rs 6w01z wnipos
a BwO joraysajoys
60 124 payeinyesunouoyy
60 24 payeimesunijog
3g Soe suey
7 6¢'0 ye4 payesnyes
ome Rea 6 yey [eyOL

OZ ~~ sanoje9

eee Buplss Jed yunowy
(8S) aang 1

8Z1S Buiies
J8uIe\U09 Jag Shulas pL

Sey uOR INN

 

 

      

    

 

 

ifs Atte SIT909 aanva azisvao
he

D

Oy

  

      

 

V4
rarer

WY

StlOH

 
"
58.jpeg,"%

 

 

—

   
   
    
  
  
 

  
 
 

nee
INGREDIENTS: GRANOLA (WHOLE =) |
_ GRAIN ROLLED OATS, SUGAR, PALM *
__ KERNEL AND SOYBEAN OILS, CORN |
__ SYRUP, COCONUT, HONEY, )
_ MOLASSES, SOY LECITHIN, SALT, ae |
"" CORN STARCH, PEANUTS, ALMONDS, a
SOY FLOUR, EGG WHITES), CORN = |
SYRUP, CRISP RICE (RICE FLOUR, .
SUGAR, WHEY, SALT, BARLEY MALT,
_ WHEAT FLOUR, DEXTROSE), PALM
_ KERNEL AND SOYBEAN OILS, WATER,
~ NONFAT DRY MILK. SORBITOL, SOY
_ LECITHIN, SALT, SUGAR,

CARRAGEENAN.

 

ALLERGY INFORMATION: CONTAINS

COCONUT, SOY, PEANUT: S, ALMONDS,

EGG, MILK, WHEAT. MAY CONTAIN
OTHER TREE NUTS,

_ McKee Foo ©2013 - ©2021
P.O. BOX 750, COLLEGEDALE. TN 37315

| | CONTAINS A BIENGINEERED FOOD INGREDIENT

110 servings Per container
| Serving size 1 bar (27g)

 

Amount per serving a
Calories 120)
% Daily Value*
Felts _ 8%
__ Saturated Fat 2.59 13% |

_ea1.
"
