ocr_results_easyocr
Image Name,Extracted Text
50.jpeg,"Iecaiemerhccioumdtr lart Jo 8 O220 Frrara CaIdt Coem Uras  Podrcy 0Em JW qaver 100 [0n5 U85nraereto CHERRY Kaxox) Nrircultaa NO Lend 6a8etr DWqaer Voaieis Jabinn smi 30 'PROVENTO HELP mentos"" MiNUTES PRovide CLEAN BREATH FOR 30 MINUTES cleanBsorgiol ARTFICIL FLNVORS ASpArtaVCoLorrdshn: INGREDIENTS: SORBITOCR IFICIAEXTRACI BLUE ] LAkE COLOPRODUCT; STEARATE SUCRALOSE GREERI EONRACNS PHENYIALANINE PRODUCB , 8 SIE0FAKEy PDe For peraiciCONtaNS Puen EalanGer Seal9z 7| OF TURKEY MADE Thax; UTRMon FACTS:; SERMNGS %0 SERV SEzE = REDwenis CCALORECorts JEcE @7g1 AMounT peRSEeING calores? SUGTAED SIZES PIECONEAS ea7 TOCaL FAL 0g (0% Dv7 Sconrwp5g,OSUG4F QEDUCSD SIROMPUECo 2 CALORIE TOTAL CaRGS &931Dv7asUGARSONFUANT REDUCED FOCOHCARB  4987502 4 SAanSFAT 0 Wwwmentos com SCoroecrol ""uinL Rbeaouan SUOARSTEROA DIETA FAYCIUM , IRON 209 L 3303 SUGARS; E07.2025 21.39 POTASSIUM 6 Lona Ic Fiecrs T6b [om Toe (2swal CHERRY #tx VET ee 0al 0 3 2 NOW arer Cabwe 35% Prqlatrer NOW DWnqaxer cneyo Iosh) Cewo [onde CHERRY 72{1"
28.jpeg,"A FRONTIER STAPLE FOR EVERYDAY ADVENTURES Nourishing and convenient; oatmeal was a favorite of frontier folk for reason. Kodiake Oatmeal is crafted with whole grain rolled oats and protein-packed to make it a great-tasting source of nourishment whether you re at home or out on the trail :r # MIcROWAVE DIRECTIONS: 1, Tear packet open and add contents to a microwave-safe bowl ADD CUP 2.Add 1/3 cup water (use milk for extra protein). Water Or Milk 5 . Stir until combined. StIR WELL 4. Based on desired texture, heat in microwave on high for 30-45 seconds: MICROWAVE STEEPING DIRECTIONS: FOR 30-45 1 Empty contents into a bowl SECONDS 2.Add 1/3 cup hot water (use milk for extra protein). OR 3. Stir well, cover, and let stand for 2-3 minutes: A#0 CAUTIONI Bowl and contents will be hot #Directions developed with 11O0-watt microwave ovens 2SHHEOTES Microwaves vary: Adjust cooking time as needed KODI Nutrition Facts servings per container I Serving size 1 Packet (50g) INGREDIENTS: Amount Per Serving 100% whole grain rolled oatsa Cahe ITM Calories 190 sugar; pea protein concentrate Wvith tapioca starch,milk protein % Daily Value* concentrate whey piotein Ksalate Total Fat 2.5g 3% with sunilower lecithin-blueberries, Sea sall cream;natural flavor; Saturated Fat 0.5g  3% citric acid; Trans Fat Og Cholesterol Smg 2% Contains milk_Due t0 processing on shared equipment; contains (race Sodium 9% amounts ofegg, soy tree nuts, Total Carbohydrate 31g 11% and wheat. Dietary Fiber 3g 11% Total Sugars 10g KODIAK Includes 9g Added Sugars 18% Vgk PAckete Created & distributed by: Protein 12g KODIAK CATESQ Park City; UT 84098 Vitarriin D 0% Calciumn 1OOmng 8% 02022 KODIAK CAKES, UC 7 6% Polassium 13Omng 2%/ The % Dally Value (DV tells you fow mnuch UD nutrieni in seivirg &f lood contribules l0 daily dlet 2,000 calories day i8 used (0l getieral futrition advice good Mhotd 8 210rg Orcg Tron 2mg"
33.jpeg,"IDELICIOUS Nuu 'n Qur make great addition to  Dere any[ Hnu # ue cue (Jzelfor mix things up and try Vour 58 grts E butter, shredded cheese, green Or 1301 Tiny dark specks occasionally found in our grits are _ Daily Velue_ inthe corn we use in this produ . ' and do nof affertihatrthst (aste _""er 1% ~ealb smortlabel"" 0% #kl 7 Sestero] Oop 0% Scan here for more food Information or call 0% 1-800-694.7487 L Spm Oup 1 Carpohydrate 295_04% Fer Zo 6% 332rs /ess than 19 Mlhkoed Sugers_o%2 |INGREDIENTS: Degerminated whaa corn 69 Iniacinamide * reduced iron; thiamink (mononitrate*, riboflavin"" , folic Laloum Omg Oc| #One ofthe B vitamins Sumg 0%6 DISTRIBUTED BY: Rooam Oimg %70 |The Quaker OATS COMPANY Fozc DFE 248 |po. Box 049003 CHICAGO, IL Piease have package lolc acid) 60604-9003 U,S.A, The pauvx Mcht a fuirient del 2,000 rS Atd adwit CHEESE Gi! 2 cups 1 12 cup QUAKER@ Quick # ounices  cheese 1 Dash Una 5 Weal Vn slowly stir = into boilingE cover Cook 4-5 minutes or 1 ""Mels and garlic powder; 273 Sprinkle with For recipe ideas visit: AN YTIME' Facts]  grits ""container| meall E Verglt adding ' own eevhg = SYofeee Quae onions; ( shrimg ' terving calories GRI grits, eleln acid' Poassum  Quakerabi  chncl  Uujket  (Sin | ) 2021 [ Quick niueLi 5 {(ic^= water dirits prepared pasteurized  cuned product (optional) powder ! garlic [ Paprika Reduce Squcepan water; grits ~Obliuty ! thickened,; 'Moc= ~low; untl [ s ULLaLiblially  cooking subbe Add cheese  continue  SERVINGS ~aboll ' mnutes. paprika cuii quakeroals _ More"
30.jpeg,"INGREDIENTS: Facts 100% WHOLE GRAIN Rolled Oats PEA rtonainer PROTEIN CONCENTRATE WITh taploca d cup (60g) STARCH , CANE SUGAR; MLK PROTEI CONCENTRATE , BROWN sugar; WHEy 230 PROTEIN ISOLATE WITH SUNFLOWER Mes LECITHIN , DRIED MapLE SYRUR; Mlk Daily Value* PROTEIN ISOLATE, sea SaLt; HaTurAL  4% flavOR: 3% CONTAINS MILK; DUE T0 PROcESSING ON 2% EQUIPMENT; MAY % 88g 14% AmOUNTS OF NUTS, AND WHEAT 44%] I Hh 24% 2396 4o%  by; 7 Created NDtht KODIAK Cta Park City  UT LG dor (daily Ufor poncral 02023 KODIAK E Fuition Ae Ct L ShARED M CONTAIN E TrTe Soy; [66, e SaA S Sgars  'J Jong anpn distributed [ 47Omg= CAKRS' 0409a Fanaenes (AKES; Sa"
90.jpeg,"serviny *ee 2(0 cciesa 4a~u5e4a7g LdLe IRON; THIaMRE (per ENiched "" Floua, QEAT ~EQuFPUTTOSE CorucevruRS PALM OL & TNGREDIENTS: EBOHEDINFLeolc~EGDdca4igh SUGAR FOOGOETARCRuRoDpaED coan RGoateb pabofuvmate eAce ofahesFou640negod StapcoDhodaeqp0558 CONGHoMATED PaLHoc295c0F E4e4t aeourEMFCTeo BAs_EsaLousodhturaee_tnrs GRESEASATEGs,co63 SterchTe epesequatveLGeD BARGE FkeservATue De Rece preserv Guve Soduneenzogte PeGSGA DeigCVGeRIder SORBTfan MoRosTE4RATe CALGIUM CARBONATE. AGAR-AGAF HMoNo- YELLoW #5, YELLow #6, SOY LECITHIN:"
61.jpeg,"calories 140 Fat 6g % Value* Saturated 8% Fat Og Total Fiber 7% Total 8% Includes 2g Protein 2g 4% Vitamin D Omcg 0s Calcium Iron 0.6mg Fotassium Z0mg 0% in % Value (DV) tells you how much a nutrient 2 of food contributes t0 a daily diet 2,000 a is used for general nutrition advice. WHOLE CORN, SUNFLOWER ANDZOR CANOLA BROWN RICE FLOUR; WHOLE OAT FLOUR, 'INGREDIENTS: INC . TX 4099 and the registered US UN: by SUNcHipscom Inc_ 2015 Total Daily Fat 0.5g Trans 3% Cholesterol Omg Sodium 11Omg 0%l Carbohydrate 5% Dietary 19g 29 Sugars 29 Added Sugare 1Omg_ 2% The "" Daily  serving calories day INGREDIENTS: ' OiL, F WHOLE' WHEAT; SUGAR; AND SALT: CONTAINS  WHEAT  Fato-LAY, MNO _ SONeaips 75024-4 Eguration Chip Wadcinarke are  Nat ` FINd owned Lay ! North / Arnerica,"
37.jpeg,"ICO Z4o Do NOi MICROWAVE ONOOQARH WATER Disceru G FUR EASY REMOVAL OF CoNTENTS, DIP SPoon IHOT_ 18 MmthonFacts Serings About 15,Serv, shze. 2 Tbsp /sg} 45, (OY DV) Sa Fatde lx D Jowe Amoun per serving"" Calories  Total Fat Og {Carb Ig  6 Trsraog onolest, Omg 0% DV) Sodium Umg @adv 17*DM JAR KonebangnoD ioat Swnas eg nd L NanvSpus @dd Hwemog VE D (0 IVK Catcium (0 bV) iron (O% DV) HAREWES CorMsyrup SuGaR Watea CoNTAMS Less THaVa OFDHNED Egg WHes;, OREA OF TARTar; YANTHAN GuM; AND NATURAL FLAVOR:, CONTAINS: EGG. KRAFT HEINZ FOODS  ChicaCo , IL 60601 SCAN HeRE FOr MorE FOOD INFORMATION M Reniace PPLASuc Total ARTIFICIAL CompanY 0069s"
96.jpeg,"3 0 2 7  2 dh 7 I 1 U 0 0 6 3 S  ' U S "" 0 3 # 1 ^ 20 1 L 0 S a U  7 Jeany 4 2 "" 2 1 Sa 1 4 3 V O Sae  3 RK ID AR  62,08 "" 4 "" 2 ) 1 7 J  '  "" T "" 0 3 { "" ( ( 7 7 1 3 2 2 2"
98.jpeg,"3 "" ""~ Gangen 3 3  3 ) U 3 ~e 62 3 3 3  3 Ta & U 4 Sen V 2, 4 3 V a "" A( ' ' 2  1 1 2 37  775 @ #a T Mn a @ 7 3  B [ 16g 8 4 ~= 7 =  3 4  Ie E ie Nic 5 "" "" 3_ 1 ) ~ 1 L 1 2 F S 3 "" Ian noano 7 2 2 2 eat fiou m 2 dexrog? MHI FE "" SiI h 1 ed  =m  nnnos JSC str E aurics | g 6 3  'J 1( 6=   "" c   | 4 Ngrn 3 21 3 ""   2 A M| 1 1 ' 2 ( [ 2 2 dri d "" 1 5 Voitidking s a1 p To ""k 1  UI J ( 6 = Uxonn 1, J S Y E 2 2 "" 2 2"
112.jpeg,"3 S C Us 3 {4 0 A VA; . U e Ey Me S J! 46 6 3 J 4~ Z 2n F J "" S E 7 { Sed4 < ~ Cee T  2ees Pen 3eenee  . Ss Me 3s S 1 EZ TZ7ZZ=__a 2 Une lzi:3I_ s8838 s/2/ eeiale e2eg1/5 /2/ Ibzel / F #uueH8/ F . t] / Jsi | 13 Fjaja] 28 Il Mr  a Bne n 3s ;8 4 i e  Aes M s 3 3  S e L Eet y g8 84 731= 868 Tsl Igl 3 Ba 3 8 283 1 | Me 3 eze| Tlsl Iels Jea13 S"
49.jpeg,"DKIRBJE BI FonArALauina LnasuI 64601 Ia O22FERRARACANDY COMRAN MR %uB Reranel PRODUCT OF MEXICO (eeSy uasaahadadsianeie aereu bopebuantefed [OW- ter Toe (ona Las1na Caewo CHERRY ARTIFICIALLY alaY 2 Ei GCC s jOwrqpaver T68 [olg tasino  hp unia uasia capwo mentos 30 #PROVENTO HELP MINUTES PROVIDE CLEAN BREATH CleanBreath FOR 30 MINUTES INGREDIENTS: SORBITOL, ARTIFICIAL FLAVORS, ASPARTAME, MAGNESIUM STEARATE, SUCRALOSE GREEN TEA EXTRACT, BLUE 1 LAKE, COLORED WITH: 8 RIBOFLAVIN; PHENYLKETONURICS: CONTAINS PHENYLALANINE. PRODUCT OF TURKEY MADE FOR PERFETTI VAN MELLE USA, 1 ERLANGER,KY 41018. 35% FEWER CALORIES THAN NUTRMION FACTS: SERMINGS: 30, SERV SIZE SUGARED MINTS: CALORIE CONTENT OFTHIS SIZE PIECE HAS BEEN PIECE (0.7g): AMOUNT PER SERMING: CALORIES 2, REDUCED FROM 3 TO 2 CALORIES. TOTAL FAT Og (0% DV"") SODIUM OMg (0% DV)' TOTAL CARB <I9 (1%DV ), SUGARS Og, SUGAR' MVW mentos com ALCOHOL PROTEIN Og,NOT A SIGNIFICANT SOURCE OF SATURATED FAT, TRANS FAT;  209 L 3303 CHOLESTEROL,DIETARY_FIBER, ADDED E:07.2025 21.34 SUGARS, VITAMIN  Di (CALCIUM,  IRON POTASSIUM; LONg  V paqa1er Tbe (ong Lasiuig ChBw@ NOw  @aver The  la5010 Chewo LOld CHERRY CHERRY NETWT ATIFCLALLY flavored 09302(26g), ARTIFIOIALLY FIM 0 Xah E 0 3 2 3 NOW Erqare3 Chowc 4g, LLTINc Pieces"
64.jpeg,"'E Kat Cne222rol ob 14omg Carbehyarate Dietary Fiber 29 7ok Total Sugars 29 o% Includes 29 Added Sugars_ 2g D Omcg 0% TOmg 0.6mg 9Omg Value (DV) tells you how much a nutrient me % Daily ` food contributes to a daily diet 2,000 in a af fouGe0for nutrition advice. a day CORN; SUNFLOWER AND/OR CANOLA OILDOVHOEE WHOLE OAT FLOUR, SUGaR ToMAto POWDER; WHEAt; E FLOUR, CHEESE CULTURES;SALT, ENZYMES) ; SALT; € Mokiohposhder Mres ENSTETRS dextrose ButtereFRomCOrn} RoMano CheeSe Rart Snhghhte I(MAdEFROM_ WhEY PROTEIN CONCENTRATE Wlgoheese cultures SALT, ENZYEESH PEPPER); MaTuracflavors; CoRN OIL; SPIceS € ACID. GFUGACE, PAPRIkA EXTRACTS,AND LACTIC F GOHTas MLKANd WHEAT INGREDIENTS. FRITO-LAY, INC. { PLANO, TX 75024-4099 SUNCHIPS and the Chip FIDUS O Configuration are registered owned by North America, Inc. 09 Jr omg_ Sodium 6% 789 Total Protein Vitamin Calcium 0%/ 2l Iron 0% Polassium serving general calories WHOLE INGREDIENTS: "" RICE BROWN CHEESE CHEDDAR MALTODEXTRIN  JALAPENO E (INCLUDING SUNHIPSICOM trademarks 2015 Frito-Lay"
119.jpeg,"e@zap Raisin Bran I Nutrition Amountserving Kdv' Total Fat 159 34 Seal Facts Saturated Fat Og GR Before 3 serving per container Trans Fat Og Check Serving size Polyunsaturated Faros Locallyt 3 1 Container (80g) Monounsaturated Fat Og Cholesterol dmg 0 P PLASTIC Calories 280 Vie D 0%6 ? Calciu Ulngeh CUP per serving Potas; 89 + Niao2U,57E IM Nhk iecychil in Zinc T0% ? Copper 25kcHek Icormimities Ingredients: Whole grain wheat, sugar; rice, raisins Whetbau n= Contains 2% or less of corn syrup; salt flavog M (EPEAL tocopherols (vitamin E) for freshness: CONTAINS WHEAT INGREDIENTS: Hl 02 (80g) Disttibuted by Kellogg Sales Co , Contains & Crunche [B Discard: RHn Recycling} Omcg  .410mgF moded C natural L4S010! J4T28C Cieeh; Ballle Icte bicengineelt!"
35.jpeg,"NO Artificial No Preservatives"" JNGREDUENTS: TOMATOES (TOMATO PUREE WtEb) oooed] Facts  ENRICHED SPAGHETTL(WATeR; ENRIGHED WhEAT FLour [DURUM WHEAT SEMOLINA MACI Reduged IRoH Thae (411g) MONONTRATE MVITAMN Bi} RIBOFLAVIN MITAMB24 Foug  can ACD]; WHEAT PROTEIN ISOLATE WHEAT GLUTEH, SODU 6+4e PHOSPHATe, LACTIC ACiD]; GLYCERVL MONOSTEARATE, Fer | cup Per container MEATBALLS (PORK, CHICKEN; MEChaNGally SEpARATED CHICKEN; BEEF WATER; CRACKERMEAL [ENRIGHED HhET"" Ii FLOUR {BLEACHED WHEAT FLOUR, NACI; REDUCED IROH 4 250 410 THIAMHNE MONONITRATE, RIBOFLAVIN; FOLIG ACUOL Ha CONTAIN GUAR GUMJ; SOY PROTEIN CONGENTRATE S4l"" CARAMEL COLOR, FLAVORINGS, SOVBEAN OUL CTRUC 4O0"" %D1 % DV* WateR; High frucToSe CORN SYRUP LESS TH4N 23OF| 1417g 22% MODIFIED CORN StaRCH; Salt;, DehDRAteD OMOU 2094/6g 30% HYDROLYZED CORN AND WheAt Gluten AND SOV ProEen| GITRIC ACId , FLAVORINGS, ENzYMe Modeed DE4 Og (Gheddar Cheese [PasteurIzED MLk Cultures S""| mg 87 13% EnzyMes] WATEr SoDuuh PhosphaTe KaHeGuh Ma 339 CONTAINS:; Mlk, SOY, WHEAT, 'T0 preseRVE € 54% M 41lzgg 78% Scan here Pdet 75 Conagra Brands out 3g 711% PO; BOX 3534 Mh N1Og CHICAGO, IL 60854 6 Bg 16% Gql Questions or comments; [14g isit uS a1 WwW chefbeyarded com 0r for 13800 544 6680. 0Y 0% Pqw 39 I '2Y [Smg 159 44 6% Vel 2 OwV M 64144 Artificial Kticial Colors emls Mon (40mg QUALY | Tong ` 11240mg more Infoneard 8001 Mm"" 107 (wr SM# [ugcy call IBunng Hadt ` Nun '1 . (2oOmq A Hlguchll 04322' adice"
113.jpeg,"3 3 3 A S Aeree n Msii S uneenn7eMg3 Ph Westnnpnaneaee 3Z336=770*F 2yeri288e/8.,, e3w/2b2322 _ Ya ( 382e/622318 #/6 safh3er .s_< 2313i288.` _< {bere63323 | 1e230| < &~h 12=esk =5 18834 "" 442 434 = ,538 1 =* 333 6 #8 ~ Eez/*227 U 3 K E  U ' A & """
57.jpeg,"Horar cands 72g Fider 79 Sugar Aicohois 2 4g Net Carbs D 259 Amount /serving % Dv Amount /serving % Dv tirit VGrcdIeVtS: PROTEIN BLEND (MILK TnOTEIN IDOLAIL; WIIET [ tiotEin Dolaieh E UL'Dei8oFi7nDvng 3enh AlvondsMib@iL ""WNSAEIED CHOCOLATE GLYCERIN' CONTAINS LESS THAN 2% OF THE FOLLOWiNG: NATURAL' FLAvORS  SOLuBLE CorN A Cu4 &untr HlM KERNE OIL, SALT, CINNAMON; LECITHIN (SUNFLOWER ANDIOR SOY LECITHIN) , BAKING SODA' STEVIA SWEETENER, XANT 2 L44, SucraloE GHtalnS: MILK, ALMONDS, SOY. PROCESSED IN A FACILITY THAT ALSO PROCESSES PEANUTS, WHEAT, AND Ot/zmReE Nuts . (PIBUTed D"" QUEST NUTRITION; LLC, EL SEGUNDO, CA 90245 888-212-0601 T QUESTNUTRITION.COm Ie 0 74.QUEST NutriTIOH UF A BIOENGINEERED FOOD INGREDIENT . MATREST RYa 40419d8NEs7i82372 neden JAree4t Sagr 3r4at"" 0 7 (7024 CNvS"
99.jpeg,"Uen ^ Wa La e M     3 Seieee 3 e See Mes 4 3 Se Sn 2 3 n Seees Ls Wh Fe s Saee Sn 2es V) 7e S Se { L He U, A 3 Vae 1s Us E S 2 Kon 3 E S ;"" U A U e Af I` a 88 24 MNHNNY 42 Y / 4 { 29 F 52 2  2 723 2 % 8E 3 a 3 2 ( 343 8 R8 ? ( S Fn S 2 @ 4 | 858 # 3] 0 C 448 2 80 0  1 31 38 ( g85 3 8 5 2 8 2 4e = gF 4 #82 3g @ 3& 36 ""88 82"
127.jpeg,"22vr Lo_ Gurl Ontto wla Dnl OrNI078 (gariri Quu(a 0v un MMERaud7 Haukt $ 7ar4(8 Ventsearecstr0 trmr 3ee DEtu6dro #nt CC ExtEN 4ic18 Fof DerfCuTo VAYVALE EEEL BV Xedte JEHUOS wwwmentos com 0 3390""000 PXDVEGETaBle Wuces For color S4LIT ColorED Wh; GAPAVON STARCH MTupAL FLAVOR WALTODEXTRN CNWMov cocon BUTEA CTUREDFORFGFTEBUEUMelEUSAnG ErLancen y we For BeT ey INGredes; SuGAR WHEAT SYRUP CoCoNUI OUpCoRN JGareor HEthlceluiose Gunnrog CTACeodos SMAEGISTERE TRADEMARK of perFETT Van MellE BenEluX B V BEST BY: SGDEoEeent ODEsTerS GELWGn Chs tuffwn RorU ECAREOA METoaG eeoougt Of NEtHerLanDS Henjos sareGSTeRED7 NFORMAToN WRVTE To; NUTRTIONA DAA 3545 TURFWAv ROAD; Ihhe Chewy Mint NAIRA Yon 23 Natudat Oee 65 25 dam"
38.jpeg,"Facts cup 60 240 atd Fkd Sudata #atMe Microwava 0tatf acis Mgaconmtst nota Geain Teepind Dirett ( Do NoT MICROWAVE INNAR 'WATER: 6 FoR easy REMOvaL OF Contents, DIP SPOon I hot_ T 0 M cautioh MmunFacts Senings Abouc 15,Ser, she 2ThspKSw (y Amoup Galories 45,IotalFat Op O* DV,S FQGVH M per serving;| Taeaug Oholsi Omg Q%6 OVSodun iUmg u DHSE DW JAr MDV Fher Op (O%6 Dv Fohal Sugars 82 (Ingl B VSpu6 Gou og V b(ok DVK Catcum (O%6 DV) Too (OY DV [ OF 'CORNSYRUP, SUGAR; WATER; CONTANS LesS  2% ECG CREAM OF TaRTAR, XANTHAN GUM;  AND NATURAL FiaVOR; CONTAINS: EGG. KRAFT HEINZ FOODS 14 ChicaCO, IL 60601 66 SCAN HERE FOR MORE (FOOd INFORMATION NNutrition conaior calortos E 240 Dscadd Ruse _ Redace  [PLASTIc] Carb; Tolall 1796 | 0 Added= Protein € 1 THAN = INGREDENTS; € ARTIFICIAL DRIED [ WHITES, ' COMPANY 006991"
79.jpeg,"L ' 2 U I e 5 "" ) 2 ( "" L ) 2  2 0 ' 7 ann S "" DEX E 1 3 "" ~ 2 ' 2 2 "" 3 3 S M31,  R U"
84.jpeg,"F 1  S 7 2 Ble a 1 3 3 4 3 1 2 ~ 7 { 3 0 A ~ > pn Ic ' { L 3 V ""k 4 T s 4 M 4 1 1 1"
122.jpeg,"Ecowteht FoR IHS SERMNGSIZE HASBEEH REDUGED FROMGTO 4CNLORES WGREDIEMIS,ASORBIOL, GuM BASE ' KYugoL,GLYCeRNe, elue MIWTOLcuTra Wd Aneichl AlNvor; LeS5 Thazr oF: ACESULEME POTASSUM;, RED 40 LAE,S0y Lechh SucRalose"" 5k CONINNS: SoL DISTRIDUTED BY 02 MOIELGZGLBALLlC; EASI HAMOVER LJ.02036 US1 0% CONTANS ADIDENGINEERED FooD Igrediekt GVMAND COUTNMER MADE IH THNTKd 0g COMNS CINNALON FLIVOR; IF You EXPERLENCE Mouth |RRIator Inci0g Added 02 DISCOLMNUEIUSE Mm; udeniqum com COHHENTS? CALL 1-800 52472874 Alcohol Tg Ao (L8g) Proteln 0g Check Locally ories <5 MisiiWad 5rly bbraetu aWmD aban io edpuasun PLASTIC PLASTC wuln-LAYGE WRAP BOX WRAPPER Jelez International group smartlobol' aol rrxkd 5 als Sugars_ Sugar_ Ela @"
46.jpeg,"Best # Ingredients: Store in a cool; place. Dates, Peanuts, Egg Whites; Chocolate, out of direct sunlight Natural Flavors, Sea Salt, Cocoa: contain hard pieces and color vary: Contains: Egoo & Poanuts: Manufactured in & facility processes peanuts, tree r Diaribuited bv Insurgent Brands Sales Co: milk, soy and wheat: 4121 Wells Street , Chicago; IL 60684 Quantities of ingrediente Toni deleriained net Mela wWw rxbar Coml 474,8200 Tiuanjtn dry Keep May may by"
62.jpeg,"Joe Senee Saturated Fat Trans Fat 0g At Polyunsaturated Fat 29 Monounsaturated Ig 250mg Cerbohydrata Diotary Fiber 1g Sugars 2g Includes 1g 2g D Omcg T0mg 02 Iron 0.3mg 02 220mg The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes t0 a diet: 2,000 calories a is used for general nutrition advice. INGREDIENTS: DRIED PotatoeS , CORN STARCH , CoAN OL , SUGAR MALTODEXTRIN MMade froM CorM SALT; Sov Lecthn; DEXTROSE, WhEy, Whey  PROTEIN  CONCENTRATE   ONON POWDER; CHEDDAR CHEESE (Milk Cheese Cultuees S45 EAZYMES), MONOSoDIuM GLUTAMATE Blue CheesetimlK GHEESE Cultures, SALT EnzYMes: CITRIC ACID, MEDIAWA"" E(ELLow G LAkE VeLLOW 5 Laneunes OarLcpowe COLOR E ARTIFICIAL flavorS GARLIC Powdr SKI MLK; NATURAL AND GUANYLATE LACTIC ACID, DISoduum INOSINATE, CONTAINS AND= TX 0 3 0.59 Havt Fat Cholesterol Omg sodium t Total Mt Fe 229 Total Added Sugars Protein Vitamin Calcium Icf 07a Potassium 40 49l daily = day DISODIUM AND INGREDIEMTS SOY MILK  INC FRito-LK 4099 75027 frito-Mr PLANO; IC AMERICA 2021 NoRTA 28400'"
53.jpeg,"'um Jts 5 Nutrition Facts Serv- Size Amount serving: Calories 240, (18% DV), Sat: Fat 8g (40% DV), Trans Fat <Smg (1% DV) , Sodium 95mg (4% DV} , Foiai Carb: 26g DV) , Dietary Fiber 2g (7% DV) , Total Sugars (Incl; Added Sugars, 42% DV), Protein 5g, Vit. D (0% DV); Calcium (2% DV), Iron (4% DV), Potas: (4% DV). INGREDIENTS: MILK CHOCOLATE (SUGAR_ COCOA BUTTER; GHOCOLATE_MiLk: LACTOSE; PEcATS MILKFAT; Soy'LECITHIN' SALT _NATURAL FLAVOR)_SUGAR"" PEANUT BUTTER_(PARTIALSC DEL 0 PEANUTS PALMtOIL) HYDROGENATED PALM KERNEI' OiL_ ,CORNSTARCH; DEXTROSE: DEESS THE OF: CORN SYRUR NATURAL FLAVOR, SALT DEXTRIN: CoLoRS (NCLUDES BLUE YRe rED EO BEe "" ARS 6, YELLOW-5 BLUE 7;RED 40 LAKE YELLOW 6 LAKE YELLOW 5 LAKE, BLUE 2 LAKE , BLUE GAREAUBA WAO PROPM  GALLATE T0 MANTAN FRESHNESS GUMACACIA NuTS 0 al GLEERGEANFORMATION: CONTAINS PEANUTS Gilk ANd Soy Mav CONTATNTREE USA DISYERY ENEORMARSURIGLEY CONFECHONERYUs tCC HACKETTSTOWN NU 0764u-1303 ContainS Bloengineered Food INGREDIENTS 7800-627 Comments? MemF 1 67852 Visic mms ce ACeC pack, 14g Fat per Tutz Cholest: 09 22g 219 flat Questons Call"
130.jpeg,"5 3 7 1 M ""  6 "" 7 Ua Va  3 a San 0 0 2 L L 1 S 2 2 "" 3  3 3 3 E En 2 4o & m|l 2 6"" "" % 3 > } 1 1 E 7 m 7 Fouc Sy 5a 2 ) J31o7 0 PT tu  = U T L "" S "" 1 2 3 2 2 2 2 2 ' 0 2 2  > 2 3 7"
70.jpeg,"Ig unga 0.omg Romg a significant source of added sugars_ % Daily Value (DV) tells you how much a nutrient The of food contributes to a uic 00o in a ries i98/ a is used for general nutrition advice. calories ENRICHED CORN MEAL (CORN MEA  FERROUS SUFATE MHOna KNOR NERDDIBIS:  FOLIC Acid}, vegetable O1L (CORN; CANOLAEAHDOR NONONTRATE, RIBOFLAVI CORN);AND LESS THAN 2% QF GHUG SUFLOWER OIL) MALTODEXTRIN Made PEP  ER VIMEGAR SALT GarLc] POEsooh FOMDER HoT SAUGE (AGED CAENNE (GREAM; SKIM MLK cultures?s S4lt, WHEY SALT, SPICES; SOUR CR"" EnzYMeS}; NATUrAl FLaVORS, = CEESE (Milk; CheeSe CULTUREE^ LT, POWDER;, GLUTAMate, CHILEAR ALT, VONOSODIUM NEESE  AND BMRACT SODIUM DIACETATE, M); Mlk;, IPEA [ VIT XANTHAN GuM; CAROB Bean PEA ARTIFICIAL COLOR (RE 40 LAKE}, WCACID, L POWDER; SALT); MONTANS MILK INGREDIENTS. FRITO-LAY; INC PLANO; TX 92023 FRiITO-LAY NORTH AMERICA, 3e 396' 0% 0% 2% Kaln Potassium 2% Not daiy CHEDDAR SUGAR; YEAST BUTTERMILK ONIon  CULTURES; CHEESE CREAM; TRIGLYGERHDES;, (MLK_ CREAM CHAN  MEDIUM ! PROTEWN; SKIM PROTEWN  FERMENTED INOSINATE: DISODIUM L AND GUANYLATE, DISODIUM Fritolay 75024-4099 INC LAP"
48.jpeg,"Uins O [0 ~uiny  [0 WArc Accy4 Ouyuid Tuy Yo [ Ujy 0%   15mg 1% Protein 2g 4g TO OPEN: ift and Tear at End Questions or comments? wwwaskhershey com or 800-468-17 roduits Nestle S.4, Visit us at WWWhersheyland.com ers INGREDIENTS: SUGAR, 9 CHOCOLATE; WHEAT smartl FLOUR 1 VEGETABLE OIL (PALM OIL , PALM SCAN HERE KERNEL OIL), COCOA BUTTER, COCOA 1-800-468-17 PROCESSED WITH ALKALI; MILK FAT 4 MORE Food INF CONTAINS 2% OR LESS OF: LECITHIN PGPR, 4 SALT, YEAST,  NATURAL & THRTASCYAl FLAVOR, 4 BAKING SODA ud CONTAINS: MILK, WHEAT 9 SOY; MANUFACTURED IN A FaCiLITY THAT 5' = PROCESSES PEANUTS  0 chgcD HERRY NETWT ARTUNQUALLY f ARTFALLY  0.9302 (269) 5mg Flap 7 FLAVORED"
121.jpeg,eeeereeeeeeeeene 3s  eeee eee see 3
